order_id,customer_id,product_id,order_date,delivery_date,payment_mode,customer_review,order_quantity,order_status
ORD21143,CUST00745,PROD0003,20-05-2022,,Cash,,5,Cancelled
ORD21144,CUST00897,PROD0038,23-11-2023,30-11-2023,UPI,3,1,Delivered
ORD21145,CUST00309,PROD0084,24-04-2022,01-05-2022,Card,3,4,Delivered
ORD21146,CUST00125,PROD0155,27-05-2023,05-06-2023,Card,5,1,Delivered
ORD21147,CUST00292,PROD0113,16-07-2023,22-07-2023,UPI,4,5,Delivered
ORD21148,CUST00490,PROD0111,30-10-2022,01-11-2022,Cash,5,5,Delivered
ORD21149,CUST03372,PROD0135,23-06-2024,01-07-2024,UPI,1,1,Delivered
ORD21150,CUST00238,PROD0148,10-06-2023,,Cash,,5,Cancelled
ORD21151,CUST04887,PROD0139,28-05-2022,30-05-2022,Card,1,1,Delivered
ORD21152,CUST02034,PROD0232,17-03-2023,25-03-2023,Card,3,2,Delivered
ORD21153,CUST01434,PROD0199,17-12-2023,22-12-2023,Card,3,4,Delivered
ORD21154,CUST04873,PROD0135,27-06-2024,29-06-2024,Card,2,2,Delivered
ORD21155,CUST03056,PROD0181,02-04-2023,04-04-2023,Card,1,2,Delivered
ORD21156,CUST04692,PROD0029,11-12-2022,20-12-2022,Cash,2,1,Delivered
ORD21157,CUST03800,PROD0158,24-08-2023,02-09-2023,Cash,4,2,Delivered
ORD21158,CUST03622,PROD0016,21-04-2022,24-04-2022,UPI,2,2,Delivered
ORD21159,CUST00139,PROD0223,22-04-2023,27-04-2023,UPI,4,4,Delivered
ORD21160,CUST00128,PROD0161,05-11-2023,08-11-2023,Cash,2,3,Delivered
ORD21161,CUST00480,PROD0162,24-03-2022,01-04-2022,Cash,2,1,Delivered
ORD21162,CUST04000,PROD0222,17-03-2024,20-03-2024,Cash,3,4,Delivered
ORD21163,CUST01527,PROD0233,30-12-2023,06-01-2024,Cash,3,3,Delivered
ORD21164,CUST04629,PROD0156,04-03-2024,08-03-2024,Card,5,4,Delivered
ORD21165,CUST00865,PROD0115,26-08-2024,01-09-2024,Card,3,1,Delivered
ORD21166,CUST03063,PROD0080,21-09-2023,24-09-2023,Cash,4,4,Delivered
ORD21167,CUST03668,PROD0163,11-10-2023,16-10-2023,Card,1,4,Delivered
ORD21168,CUST01687,PROD0147,25-07-2022,29-07-2022,UPI,4,3,Delivered
ORD21169,CUST03129,PROD0072,01-06-2024,05-06-2024,Card,1,1,Delivered
ORD21170,CUST02877,PROD0222,16-06-2022,26-06-2022,UPI,5,3,Delivered
ORD21171,CUST02975,PROD0048,14-06-2022,,Card,1,2,Returned
ORD21172,CUST03388,PROD0016,24-04-2024,,Card,,1,Cancelled
ORD21173,CUST02163,PROD0059,07-08-2022,09-08-2022,Cash,2,1,Delivered
ORD21174,CUST02192,PROD0107,09-04-2023,,Card,1,4,Returned
ORD21175,CUST03263,PROD0208,19-07-2022,23-07-2022,UPI,3,2,Delivered
ORD21176,CUST00489,PROD0102,08-06-2022,14-06-2022,Cash,5,5,Delivered
ORD21177,CUST01879,PROD0052,15-09-2024,20-09-2024,Card,5,2,Delivered
ORD21178,CUST01152,PROD0089,06-11-2024,14-11-2024,UPI,1,3,Delivered
ORD21179,CUST03062,PROD0236,20-02-2024,,Card,3,3,Returned
ORD21180,CUST01676,PROD0129,03-07-2024,09-07-2024,UPI,3,4,Delivered
ORD21181,CUST03239,PROD0048,08-03-2024,15-03-2024,Cash,4,1,Delivered
ORD21182,CUST01047,PROD0238,13-06-2023,23-06-2023,Card,5,3,Delivered
ORD21183,CUST03271,PROD0085,31-08-2024,07-09-2024,Card,3,4,Delivered
ORD21184,CUST02995,PROD0048,15-01-2023,21-01-2023,Card,1,5,Delivered
ORD21185,CUST04419,PROD0194,04-11-2023,08-11-2023,UPI,2,3,Delivered
ORD21186,CUST03763,PROD0170,25-12-2024,29-12-2024,UPI,4,2,Delivered
ORD21187,CUST03462,PROD0223,22-01-2023,,UPI,,4,Cancelled
ORD21188,CUST02665,PROD0131,29-05-2023,,Cash,1,4,Returned
ORD21189,CUST04529,PROD0090,10-07-2022,19-07-2022,UPI,4,2,Delivered
ORD21190,CUST02600,PROD0181,26-09-2022,06-10-2022,Cash,3,1,Delivered
ORD21191,CUST04489,PROD0184,23-04-2022,26-04-2022,UPI,5,5,Delivered
ORD21192,CUST00610,PROD0041,14-07-2023,23-07-2023,Card,1,3,Delivered
ORD21193,CUST01729,PROD0053,08-04-2024,14-04-2024,UPI,1,4,Delivered
ORD21194,CUST01314,PROD0083,10-07-2024,,UPI,,1,Cancelled
ORD21195,CUST03728,PROD0079,09-07-2023,18-07-2023,UPI,2,3,Delivered
ORD21196,CUST03088,PROD0065,23-02-2022,28-02-2022,Card,1,3,Delivered
ORD21197,CUST02873,PROD0142,05-09-2022,,Cash,,1,Cancelled
ORD21198,CUST01610,PROD0065,12-02-2023,22-02-2023,Cash,4,1,Delivered
ORD21199,CUST00795,PROD0127,29-01-2024,08-02-2024,Card,2,2,Delivered
ORD21200,CUST02783,PROD0078,09-12-2023,14-12-2023,Card,3,3,Delivered
ORD21201,CUST01512,PROD0163,22-01-2022,31-01-2022,Cash,4,2,Delivered
ORD21202,CUST02032,PROD0159,08-06-2024,15-06-2024,Cash,1,2,Delivered
ORD21203,CUST04941,PROD0140,04-07-2022,13-07-2022,Card,2,1,Delivered
ORD21204,CUST00649,PROD0238,07-12-2024,13-12-2024,Card,5,2,Delivered
ORD21205,CUST01981,PROD0109,17-06-2022,22-06-2022,Card,4,5,Delivered
ORD21206,CUST00656,PROD0229,25-10-2022,03-11-2022,UPI,5,1,Delivered
ORD21207,CUST04394,PROD0104,08-03-2022,12-03-2022,Card,1,2,Delivered
ORD21208,CUST00408,PROD0106,20-11-2023,22-11-2023,Card,1,4,Delivered
ORD21209,CUST01689,PROD0175,02-10-2023,07-10-2023,Cash,2,4,Delivered
ORD21210,CUST01829,PROD0094,18-09-2023,25-09-2023,Card,3,5,Delivered
ORD21211,CUST00218,PROD0201,30-05-2023,09-06-2023,UPI,4,3,Delivered
ORD21212,CUST01966,PROD0193,04-11-2023,07-11-2023,UPI,4,4,Delivered
ORD21213,CUST04467,PROD0061,29-07-2022,03-08-2022,Cash,5,2,Delivered
ORD21214,CUST04835,PROD0083,04-02-2024,,UPI,3,5,Returned
ORD21215,CUST01774,PROD0005,27-09-2023,,Card,,5,Cancelled
ORD21216,CUST04515,PROD0048,05-11-2024,,UPI,1,4,Returned
ORD21217,CUST00141,PROD0187,26-05-2022,,Cash,,3,Cancelled
ORD21218,CUST04387,PROD0036,20-06-2022,,UPI,3,1,Returned
ORD21219,CUST00640,PROD0205,01-10-2023,09-10-2023,Cash,1,3,Delivered
ORD21220,CUST04403,PROD0152,24-09-2022,,Card,2,3,Returned
ORD21221,CUST02737,PROD0177,25-09-2024,01-10-2024,Card,5,2,Delivered
ORD21222,CUST00825,PROD0217,09-10-2024,19-10-2024,Cash,4,1,Delivered
ORD21223,CUST04185,PROD0012,29-02-2024,04-03-2024,Card,1,5,Delivered
ORD21224,CUST01576,PROD0073,30-12-2024,06-01-2025,Cash,2,3,Delivered
ORD21225,CUST03969,PROD0106,26-10-2023,,UPI,1,5,Returned
ORD21226,CUST01493,PROD0225,28-05-2022,,Card,,5,Cancelled
ORD21227,CUST02251,PROD0132,07-05-2024,16-05-2024,UPI,5,5,Delivered
ORD21228,CUST01041,PROD0018,28-06-2023,08-07-2023,UPI,4,2,Delivered
ORD21229,CUST02907,PROD0039,15-10-2023,24-10-2023,Card,3,1,Delivered
ORD21230,CUST01923,PROD0151,23-09-2023,,Card,,4,Cancelled
ORD21231,CUST01641,PROD0122,20-12-2022,25-12-2022,UPI,3,1,Delivered
ORD21232,CUST04712,PROD0173,10-10-2022,16-10-2022,Cash,5,5,Delivered
ORD21233,CUST02485,PROD0128,29-03-2022,,UPI,,4,Cancelled
ORD21234,CUST04645,PROD0090,29-11-2023,02-12-2023,Card,2,3,Delivered
ORD21235,CUST01564,PROD0138,07-06-2024,13-06-2024,Card,2,4,Delivered
ORD21236,CUST01232,PROD0240,08-03-2022,11-03-2022,Card,2,4,Delivered
ORD21237,CUST00889,PROD0013,12-09-2023,16-09-2023,UPI,5,1,Delivered
ORD21238,CUST03178,PROD0088,19-01-2024,27-01-2024,Card,2,5,Delivered
ORD21239,CUST00202,PROD0106,18-03-2022,,Cash,3,4,Returned
ORD21240,CUST00902,PROD0183,10-01-2024,17-01-2024,Card,3,1,Delivered
ORD21241,CUST02161,PROD0092,08-04-2022,,UPI,,2,Cancelled
ORD21242,CUST04359,PROD0103,27-06-2023,,Card,1,3,Returned
ORD21243,CUST00666,PROD0210,13-06-2024,,Card,,4,Cancelled
ORD21244,CUST03489,PROD0175,12-06-2023,,Card,3,1,Returned
ORD21245,CUST01900,PROD0133,29-05-2023,08-06-2023,Cash,3,3,Delivered
ORD21246,CUST04801,PROD0221,26-10-2023,03-11-2023,UPI,5,5,Delivered
ORD21247,CUST02079,PROD0059,30-07-2023,02-08-2023,UPI,2,5,Delivered
ORD21248,CUST00806,PROD0016,22-12-2024,01-01-2025,UPI,4,5,Delivered
ORD21249,CUST01572,PROD0211,29-03-2023,04-04-2023,Cash,3,5,Delivered
ORD21250,CUST00108,PROD0163,10-08-2023,18-08-2023,Card,4,5,Delivered
ORD21251,CUST03657,PROD0009,03-01-2024,06-01-2024,Cash,3,3,Delivered
ORD21252,CUST02983,PROD0112,05-04-2022,11-04-2022,Card,1,1,Delivered
ORD21253,CUST00571,PROD0139,08-05-2023,13-05-2023,UPI,4,1,Delivered
ORD21254,CUST04781,PROD0066,09-11-2022,14-11-2022,UPI,3,5,Delivered
ORD21255,CUST04941,PROD0052,18-06-2024,25-06-2024,UPI,2,5,Delivered
ORD21256,CUST03917,PROD0126,03-07-2024,11-07-2024,Cash,4,1,Delivered
ORD21257,CUST01710,PROD0031,22-08-2023,28-08-2023,UPI,5,4,Delivered
ORD21258,CUST00373,PROD0066,06-12-2024,11-12-2024,UPI,4,4,Delivered
ORD21259,CUST00925,PROD0015,19-10-2022,27-10-2022,Card,4,5,Delivered
ORD21260,CUST02510,PROD0099,14-12-2023,22-12-2023,Card,2,5,Delivered
ORD21261,CUST01039,PROD0154,15-09-2024,17-09-2024,UPI,1,5,Delivered
ORD21262,CUST04257,PROD0108,21-06-2022,29-06-2022,Card,3,3,Delivered
ORD21263,CUST02300,PROD0086,16-11-2024,24-11-2024,Card,2,3,Delivered
ORD21264,CUST04702,PROD0062,02-10-2024,05-10-2024,Card,3,2,Delivered
ORD21265,CUST01423,PROD0017,25-03-2022,31-03-2022,Card,3,3,Delivered
ORD21266,CUST02653,PROD0242,24-06-2024,30-06-2024,Card,4,1,Delivered
ORD21267,CUST03689,PROD0120,22-07-2023,29-07-2023,Cash,2,2,Delivered
ORD21268,CUST04524,PROD0108,24-01-2023,,UPI,,1,Cancelled
ORD21269,CUST02664,PROD0098,23-10-2022,25-10-2022,Cash,5,2,Delivered
ORD21270,CUST01943,PROD0179,18-06-2024,24-06-2024,UPI,3,3,Delivered
ORD21271,CUST00080,PROD0110,19-12-2024,28-12-2024,Card,2,3,Delivered
ORD21272,CUST01801,PROD0173,18-06-2024,,Cash,,3,Cancelled
ORD21273,CUST01913,PROD0110,21-11-2024,25-11-2024,Cash,5,3,Delivered
ORD21274,CUST04574,PROD0225,30-01-2024,08-02-2024,UPI,1,2,Delivered
ORD21275,CUST00272,PROD0196,31-07-2024,02-08-2024,Card,2,1,Delivered
ORD21276,CUST02418,PROD0191,05-07-2022,11-07-2022,UPI,2,4,Delivered
ORD21277,CUST02107,PROD0216,09-02-2022,15-02-2022,UPI,1,2,Delivered
ORD21278,CUST01429,PROD0051,15-03-2024,,Card,,4,Cancelled
ORD21279,CUST01474,PROD0137,16-09-2023,22-09-2023,Card,4,1,Delivered
ORD21280,CUST01596,PROD0101,02-10-2022,,UPI,,5,Cancelled
ORD21281,CUST00211,PROD0054,08-10-2022,10-10-2022,Cash,5,4,Delivered
ORD21282,CUST02055,PROD0094,25-03-2023,29-03-2023,UPI,4,3,Delivered
ORD21283,CUST00881,PROD0163,18-02-2022,28-02-2022,Card,2,1,Delivered
ORD21284,CUST00955,PROD0092,19-04-2022,22-04-2022,Cash,1,1,Delivered
ORD21285,CUST04834,PROD0020,05-01-2023,,Cash,3,4,Returned
ORD21286,CUST03333,PROD0207,23-12-2024,25-12-2024,UPI,4,3,Delivered
ORD21287,CUST01209,PROD0189,26-10-2024,,Cash,,3,Cancelled
ORD21288,CUST00901,PROD0201,14-02-2024,,UPI,3,3,Returned
ORD21289,CUST01412,PROD0124,24-12-2024,03-01-2025,Cash,3,3,Delivered
ORD21290,CUST00707,PROD0152,12-07-2023,17-07-2023,Cash,2,4,Delivered
ORD21291,CUST00459,PROD0044,29-01-2023,07-02-2023,Cash,2,2,Delivered
ORD21292,CUST01341,PROD0237,27-11-2024,,Card,,5,Cancelled
ORD21293,CUST00986,PROD0185,25-03-2024,29-03-2024,UPI,1,3,Delivered
ORD21294,CUST00054,PROD0011,01-04-2022,,UPI,1,5,Returned
ORD21295,CUST03353,PROD0015,03-04-2022,,Card,,5,Cancelled
ORD21296,CUST01045,PROD0124,06-11-2023,16-11-2023,Card,4,1,Delivered
ORD21297,CUST04175,PROD0122,28-11-2023,03-12-2023,Card,4,5,Delivered
ORD21298,CUST01942,PROD0181,05-09-2024,07-09-2024,Card,5,3,Delivered
ORD21299,CUST01352,PROD0133,13-08-2023,,Cash,1,3,Returned
ORD21300,CUST01280,PROD0242,25-06-2024,05-07-2024,Cash,2,5,Delivered
ORD21301,CUST03939,PROD0181,03-05-2024,,UPI,,5,Cancelled
ORD21302,CUST02663,PROD0079,18-11-2024,27-11-2024,Card,3,5,Delivered
ORD21303,CUST03101,PROD0178,01-10-2022,05-10-2022,Card,1,4,Delivered
ORD21304,CUST02031,PROD0089,09-03-2022,19-03-2022,Card,2,5,Delivered
ORD21305,CUST02643,PROD0032,26-10-2022,02-11-2022,Cash,3,2,Delivered
ORD21306,CUST02485,PROD0061,08-08-2023,16-08-2023,UPI,1,3,Delivered
ORD21307,CUST03392,PROD0220,13-12-2024,16-12-2024,Card,2,4,Delivered
ORD21308,CUST03730,PROD0219,02-02-2024,09-02-2024,Card,5,1,Delivered
ORD21309,CUST03906,PROD0157,25-10-2024,,UPI,,4,Cancelled
ORD21310,CUST03153,PROD0156,29-08-2023,04-09-2023,UPI,1,1,Delivered
ORD21311,CUST03159,PROD0143,28-03-2023,,UPI,,5,Cancelled
ORD21312,CUST00940,PROD0152,09-07-2022,,Card,,5,Cancelled
ORD21313,CUST04691,PROD0175,02-05-2023,12-05-2023,UPI,2,4,Delivered
ORD21314,CUST02283,PROD0096,07-01-2023,12-01-2023,Card,4,1,Delivered
ORD21315,CUST02700,PROD0101,18-10-2023,20-10-2023,Cash,2,1,Delivered
ORD21316,CUST02345,PROD0068,02-09-2022,05-09-2022,Cash,4,4,Delivered
ORD21317,CUST03492,PROD0170,06-05-2023,15-05-2023,Card,1,5,Delivered
ORD21318,CUST03782,PROD0049,29-04-2024,,UPI,,1,Cancelled
ORD21319,CUST01496,PROD0168,08-06-2024,16-06-2024,Card,5,1,Delivered
ORD21320,CUST01058,PROD0070,18-11-2023,28-11-2023,Cash,1,3,Delivered
ORD21321,CUST04473,PROD0134,22-11-2022,27-11-2022,Cash,4,5,Delivered
ORD21322,CUST01618,PROD0191,25-11-2022,29-11-2022,UPI,4,2,Delivered
ORD21323,CUST03080,PROD0096,13-02-2024,,Card,1,4,Returned
ORD21324,CUST00223,PROD0064,26-02-2022,06-03-2022,UPI,3,1,Delivered
ORD21325,CUST04835,PROD0216,10-03-2022,20-03-2022,UPI,4,1,Delivered
ORD21326,CUST01339,PROD0062,30-05-2023,05-06-2023,Card,2,2,Delivered
ORD21327,CUST00812,PROD0006,28-12-2023,01-01-2024,Cash,3,2,Delivered
ORD21328,CUST02741,PROD0158,29-09-2024,,UPI,2,4,Returned
ORD21329,CUST01422,PROD0046,19-03-2024,22-03-2024,Cash,1,3,Delivered
ORD21330,CUST02945,PROD0090,26-12-2023,02-01-2024,Card,4,2,Delivered
ORD21331,CUST01582,PROD0192,11-10-2023,18-10-2023,Cash,4,2,Delivered
ORD21332,CUST01082,PROD0187,27-12-2024,05-01-2025,Cash,4,4,Delivered
ORD21333,CUST00206,PROD0222,24-11-2023,03-12-2023,UPI,5,2,Delivered
ORD21334,CUST00721,PROD0242,28-09-2023,30-09-2023,UPI,1,3,Delivered
ORD21335,CUST04359,PROD0241,02-01-2023,06-01-2023,UPI,2,2,Delivered
ORD21336,CUST04802,PROD0241,18-02-2022,23-02-2022,Cash,3,5,Delivered
ORD21337,CUST03061,PROD0040,20-04-2023,29-04-2023,UPI,3,2,Delivered
ORD21338,CUST02173,PROD0195,26-05-2023,,Card,3,4,Returned
ORD21339,CUST01890,PROD0133,13-11-2023,21-11-2023,UPI,2,5,Delivered
ORD21340,CUST04040,PROD0040,01-08-2024,11-08-2024,Card,3,2,Delivered
ORD21341,CUST04937,PROD0050,29-07-2023,01-08-2023,Card,2,4,Delivered
ORD21342,CUST01223,PROD0106,01-11-2024,11-11-2024,Cash,2,4,Delivered
ORD21343,CUST00299,PROD0117,06-03-2022,12-03-2022,Cash,3,4,Delivered
ORD21344,CUST03627,PROD0028,19-12-2023,28-12-2023,UPI,4,3,Delivered
ORD21345,CUST02138,PROD0146,04-02-2023,10-02-2023,Cash,3,5,Delivered
ORD21346,CUST00152,PROD0179,12-07-2023,22-07-2023,Card,2,2,Delivered
ORD21347,CUST00946,PROD0095,03-08-2023,10-08-2023,UPI,2,1,Delivered
ORD21348,CUST03889,PROD0149,05-05-2024,09-05-2024,UPI,1,1,Delivered
ORD21349,CUST03464,PROD0220,04-03-2023,13-03-2023,Card,5,2,Delivered
ORD21350,CUST01293,PROD0216,18-06-2023,,Cash,2,1,Returned
ORD21351,CUST01858,PROD0197,07-02-2022,11-02-2022,UPI,2,1,Delivered
ORD21352,CUST03600,PROD0203,01-01-2024,,Cash,,5,Cancelled
ORD21353,CUST01247,PROD0174,27-08-2024,04-09-2024,UPI,1,5,Delivered
ORD21354,CUST01513,PROD0120,05-11-2024,12-11-2024,UPI,1,5,Delivered
ORD21355,CUST04745,PROD0018,20-11-2024,24-11-2024,UPI,2,1,Delivered
ORD21356,CUST03383,PROD0163,27-10-2023,31-10-2023,UPI,1,3,Delivered
ORD21357,CUST00405,PROD0043,15-09-2024,18-09-2024,Cash,3,5,Delivered
ORD21358,CUST04898,PROD0236,17-11-2022,26-11-2022,UPI,2,2,Delivered
ORD21359,CUST04293,PROD0096,07-12-2022,12-12-2022,UPI,1,1,Delivered
ORD21360,CUST02655,PROD0030,06-07-2022,08-07-2022,UPI,4,4,Delivered
ORD21361,CUST01492,PROD0157,14-06-2022,22-06-2022,Card,2,1,Delivered
ORD21362,CUST01204,PROD0077,22-02-2022,01-03-2022,Card,3,2,Delivered
ORD21363,CUST02567,PROD0009,02-02-2023,09-02-2023,Card,3,5,Delivered
ORD21364,CUST01894,PROD0083,18-05-2022,28-05-2022,Cash,2,5,Delivered
ORD21365,CUST01647,PROD0004,28-12-2023,03-01-2024,Cash,4,2,Delivered
ORD21366,CUST01052,PROD0239,16-07-2024,18-07-2024,Card,2,3,Delivered
ORD21367,CUST03808,PROD0097,24-03-2024,26-03-2024,Card,2,4,Delivered
ORD21368,CUST02945,PROD0188,03-02-2024,08-02-2024,Cash,5,1,Delivered
ORD21369,CUST04760,PROD0014,05-09-2024,,Card,,2,Cancelled
ORD21370,CUST00498,PROD0117,05-09-2024,10-09-2024,Cash,2,3,Delivered
ORD21371,CUST01853,PROD0039,01-06-2023,03-06-2023,Cash,3,5,Delivered
ORD21372,CUST01852,PROD0125,09-06-2022,12-06-2022,Cash,3,5,Delivered
ORD21373,CUST04493,PROD0179,05-04-2024,13-04-2024,UPI,2,5,Delivered
ORD21374,CUST01433,PROD0155,21-12-2023,24-12-2023,UPI,3,2,Delivered
ORD21375,CUST00254,PROD0149,08-05-2022,15-05-2022,UPI,3,5,Delivered
ORD21376,CUST01332,PROD0064,03-03-2022,,Cash,1,4,Returned
ORD21377,CUST02724,PROD0178,24-10-2024,,Cash,3,5,Returned
ORD21378,CUST01495,PROD0204,19-04-2023,24-04-2023,UPI,2,2,Delivered
ORD21379,CUST01289,PROD0210,14-07-2023,20-07-2023,Card,3,2,Delivered
ORD21380,CUST00547,PROD0178,21-02-2022,01-03-2022,Cash,4,1,Delivered
ORD21381,CUST04302,PROD0127,13-10-2024,,UPI,,5,Cancelled
ORD21382,CUST00482,PROD0183,10-06-2022,13-06-2022,Cash,4,1,Delivered
ORD21383,CUST03671,PROD0122,25-11-2022,04-12-2022,UPI,3,4,Delivered
ORD21384,CUST01311,PROD0123,19-05-2024,26-05-2024,UPI,2,2,Delivered
ORD21385,CUST02320,PROD0143,28-01-2022,02-02-2022,Cash,1,4,Delivered
ORD21386,CUST02343,PROD0213,09-05-2022,,UPI,,1,Cancelled
ORD21387,CUST01173,PROD0116,28-08-2022,,UPI,3,5,Returned
ORD21388,CUST04178,PROD0148,08-12-2022,14-12-2022,Cash,4,3,Delivered
ORD21389,CUST03731,PROD0015,14-06-2024,20-06-2024,Cash,5,5,Delivered
ORD21390,CUST02739,PROD0034,08-01-2022,12-01-2022,Card,2,3,Delivered
ORD21391,CUST01125,PROD0206,21-06-2022,28-06-2022,Cash,3,5,Delivered
ORD21392,CUST01963,PROD0059,15-04-2022,,UPI,,2,Cancelled
ORD21393,CUST04751,PROD0106,17-11-2024,23-11-2024,Cash,2,2,Delivered
ORD21394,CUST00903,PROD0154,18-08-2023,22-08-2023,Card,1,1,Delivered
ORD21395,CUST02815,PROD0012,07-12-2022,17-12-2022,Cash,2,3,Delivered
ORD21396,CUST00584,PROD0008,26-04-2022,05-05-2022,UPI,2,4,Delivered
ORD21397,CUST03554,PROD0012,01-01-2023,06-01-2023,UPI,3,3,Delivered
ORD21398,CUST03040,PROD0176,12-08-2023,16-08-2023,UPI,5,5,Delivered
ORD21399,CUST01007,PROD0015,24-01-2022,27-01-2022,Card,4,4,Delivered
ORD21400,CUST02245,PROD0155,03-12-2024,,Card,2,1,Returned
ORD21401,CUST04910,PROD0168,21-08-2022,,Card,3,3,Returned
ORD21402,CUST02025,PROD0204,06-10-2022,10-10-2022,Card,1,5,Delivered
ORD21403,CUST03406,PROD0141,21-06-2024,26-06-2024,Cash,4,2,Delivered
ORD21404,CUST03337,PROD0124,05-07-2022,11-07-2022,UPI,1,4,Delivered
ORD21405,CUST00386,PROD0051,29-08-2023,01-09-2023,UPI,3,1,Delivered
ORD21406,CUST01883,PROD0217,23-06-2023,01-07-2023,Card,2,2,Delivered
ORD21407,CUST04345,PROD0240,10-05-2022,,Cash,1,5,Returned
ORD21408,CUST01629,PROD0198,04-04-2023,07-04-2023,UPI,5,1,Delivered
ORD21409,CUST00221,PROD0241,21-09-2022,,UPI,,5,Cancelled
ORD21410,CUST04110,PROD0222,28-04-2023,02-05-2023,Card,4,3,Delivered
ORD21411,CUST02524,PROD0223,26-04-2024,,Cash,,5,Cancelled
ORD21412,CUST04131,PROD0232,02-02-2024,08-02-2024,UPI,3,5,Delivered
ORD21413,CUST04680,PROD0026,12-12-2022,20-12-2022,UPI,5,4,Delivered
ORD21414,CUST01989,PROD0194,27-06-2022,03-07-2022,UPI,2,2,Delivered
ORD21415,CUST04711,PROD0168,25-08-2022,,Cash,,4,Cancelled
ORD21416,CUST03590,PROD0181,17-08-2024,20-08-2024,UPI,5,3,Delivered
ORD21417,CUST04083,PROD0169,08-09-2024,18-09-2024,Card,1,2,Delivered
ORD21418,CUST02769,PROD0147,11-06-2022,17-06-2022,Cash,5,5,Delivered
ORD21419,CUST01301,PROD0040,17-08-2022,19-08-2022,UPI,5,1,Delivered
ORD21420,CUST03055,PROD0139,24-07-2024,31-07-2024,UPI,5,3,Delivered
ORD21421,CUST01734,PROD0208,20-02-2023,02-03-2023,UPI,4,4,Delivered
ORD21422,CUST03277,PROD0223,11-10-2024,20-10-2024,Card,1,1,Delivered
ORD21423,CUST04553,PROD0227,09-03-2022,,Cash,3,1,Returned
ORD21424,CUST03249,PROD0218,02-08-2023,10-08-2023,Card,4,2,Delivered
ORD21425,CUST01991,PROD0179,04-02-2023,12-02-2023,UPI,3,5,Delivered
ORD21426,CUST04857,PROD0239,31-07-2022,,Card,1,1,Returned
ORD21427,CUST04496,PROD0110,28-07-2022,01-08-2022,Cash,3,1,Delivered
ORD21428,CUST03809,PROD0177,18-09-2024,25-09-2024,Cash,2,4,Delivered
ORD21429,CUST03868,PROD0002,23-04-2024,28-04-2024,Card,2,4,Delivered
ORD21430,CUST00934,PROD0226,16-08-2023,22-08-2023,Cash,1,4,Delivered
ORD21431,CUST00255,PROD0118,21-12-2022,23-12-2022,Card,2,2,Delivered
ORD21432,CUST00120,PROD0218,11-12-2023,19-12-2023,Card,5,4,Delivered
ORD21433,CUST03980,PROD0141,22-07-2023,30-07-2023,Cash,4,5,Delivered
ORD21434,CUST01943,PROD0008,02-08-2023,09-08-2023,UPI,1,3,Delivered
ORD21435,CUST01148,PROD0147,11-02-2023,,Card,1,5,Returned
ORD21436,CUST04840,PROD0193,26-09-2022,,Card,1,4,Returned
ORD21437,CUST01496,PROD0100,10-06-2022,16-06-2022,UPI,2,5,Delivered
ORD21438,CUST04501,PROD0093,12-12-2024,,Cash,,1,Cancelled
ORD21439,CUST02863,PROD0008,26-09-2022,05-10-2022,Cash,5,3,Delivered
ORD21440,CUST03404,PROD0243,16-10-2022,25-10-2022,Card,2,5,Delivered
ORD21441,CUST02644,PROD0030,17-06-2024,23-06-2024,UPI,3,5,Delivered
ORD21442,CUST04359,PROD0105,06-02-2024,08-02-2024,UPI,5,3,Delivered
ORD21443,CUST03036,PROD0218,14-11-2023,18-11-2023,Card,2,5,Delivered
ORD21444,CUST03590,PROD0046,25-10-2022,,UPI,,4,Cancelled
ORD21445,CUST03568,PROD0019,23-02-2022,04-03-2022,Cash,2,1,Delivered
ORD21446,CUST02099,PROD0237,10-01-2023,13-01-2023,Card,4,3,Delivered
ORD21447,CUST01492,PROD0053,14-04-2022,23-04-2022,UPI,1,3,Delivered
ORD21448,CUST02152,PROD0223,17-08-2023,19-08-2023,UPI,2,5,Delivered
ORD21449,CUST04515,PROD0093,17-08-2023,24-08-2023,UPI,1,3,Delivered
ORD21450,CUST02867,PROD0069,05-05-2023,15-05-2023,Cash,3,1,Delivered
ORD21451,CUST02420,PROD0177,12-01-2022,,Card,,1,Cancelled
ORD21452,CUST03123,PROD0182,05-06-2022,13-06-2022,UPI,3,1,Delivered
ORD21453,CUST03324,PROD0080,07-12-2022,13-12-2022,UPI,4,5,Delivered
ORD21454,CUST01299,PROD0220,24-05-2022,01-06-2022,Card,5,1,Delivered
ORD21455,CUST01724,PROD0235,26-07-2024,01-08-2024,Cash,1,1,Delivered
ORD21456,CUST03262,PROD0153,26-09-2024,02-10-2024,UPI,2,3,Delivered
ORD21457,CUST04954,PROD0146,16-05-2023,18-05-2023,UPI,5,2,Delivered
ORD21458,CUST00125,PROD0066,26-12-2022,,UPI,1,5,Returned
ORD21459,CUST00754,PROD0224,23-06-2022,,Card,,3,Cancelled
ORD21460,CUST00860,PROD0152,17-10-2023,23-10-2023,UPI,1,5,Delivered
ORD21461,CUST00684,PROD0190,07-07-2024,,UPI,,2,Cancelled
ORD21462,CUST04169,PROD0021,28-04-2024,04-05-2024,Card,2,4,Delivered
ORD21463,CUST01534,PROD0100,07-02-2023,09-02-2023,Card,2,4,Delivered
ORD21464,CUST01382,PROD0193,17-05-2024,26-05-2024,UPI,3,1,Delivered
